,link,title,description,category
390,9Na8MfTREiY,TechDesign.com,A video introduction of TechDesign.com,manufacturing
391,Tpyx1wWcD5Y,Nuvoton Fan controller,A video introduction of the Nuvoton fan controller.,manufacturing
392,V7ixJvlTBY,Nuvoton Smart Plug,Check out TechDesign.com's video introduction of Nuvoton Technology's Smart Plug.,manufacturing
393,UAAg1sFdE6Q,Nuvoton 6 claw robot,Check out our video introduction of Nuvoton's 6-claw robot.,manufacturing
394,rQ8uhxg4FM,,,manufacturing
395,dBX6VEnM59U,Nuvoton 2.4 GHz wireless microphone,,manufacturing
396,_xCNuVr72c0,"Chatty GRWM for ""Minimal Makeup"" Look | Sand & Sky Australian Pink Clay Mask Demo","Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef



Sand & Sky Australian Pink Clay Mask 

Sand & Sky Perfect Skin Bundle 

Sand & Sky 

See Sand & Sky Results 



***Discount Code ""STEPHANIEN"" - 10% off Sand and Sky Mask (not applicable to besties kit or perfect skin bundle)***


Products Used:

Sand & Sky Australian Pink Clay Mask 

*Ren Clean Screen SPF 30 

Drunk Elephant Protini 

Laniege Lip Sleeping Mask 

*MUFE Brush 174 

Smashbox Studio Skin 

*MUFE Brush 408 

Beauty Blender 

*MUFE Brush 272 

Benefit Goof Proof 

Laura Mercier Flawless Fusion Concealer 

Too Faced Born This Way Concealer 

Crown C517 

Charlotte Tilbury Contour Wand 

*Bdellium Tools 966 

Charlotte Tilbury Bronze & Glow 

Wayne Goss 00 

Hourglass Mood Exposure 

*Sonia G Cheek Pro 

*Natasha Denona Super Glow 

Sephora Pro #98 

Fresh Sugar Dream 





**This video is partially sponsored by Sand & Sky (their demo part only). I have purchased most of these products, the ones I noted with *, were sent to me for consideration. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**







If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648




I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉





xoxo

Music Credit: Provided for by Epidemic Sound I’m Just an Accident Waiting to Happen by Basixx feat. G Curtis",manufacturing
397,JEaESCq1QOU,Sephora Beauty Insider Spring Bonus Event Shopping Guide,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


Sephora Beauty Insider Program 

Sephora Rewards Bazaar 


AM Skincare 

*Fresh Black Tea Essence 
Drunk Elephant C Firma 
*Ren Glow Daily Vitamin C 
Drunk Elephant Protini 
*Drunk Elephant Get Even Kit 
Herbivore Emerald Oil 
New Herbivore Oil 
YTTP Superberry Hydrate & Glow Oil 
*Ren Clean Screen SPF 30 
*Glow Recipe Watermelon Glow Mist 


Foundations 

It Cosmetics CC 
Smashbox Studio Skin 
Hourglass Illusion Skin Tint 
La Mer Foundation 
*Hourglass Vanish Liquid Foundation 
*Cover FX Power Play 


Concealer 

Too Faced Born This Way 


Brows 

*Benefit Bomb Ass Brows x Desi 
*Benefit Foolproof Brow Powder 
Benefit Precisely, My Brow Pencil 
Benefit Goof Proof Pencil 


Contour 

Fenty Matte Stix Amber 
*Charlotte Tilbury Contour Wand 
Kevyn Aucoin Sculpting Powder 


Bronzers 

Charlotte Tilbury Filmstar Bronze & Glow 
Marc Jacobs Tan-Tastic 


Blushes 

Hourglass Ambient Lighting Blushes 
Charlotte Tilbury Cheek To Chic 


Highlight 

*ABH Loose Highlighter 
*Natasha Denona Super Glow 


Eye Prep/Tools/Liner 

Too Faced Glitter Glue 
Urban Decay Grind House 



Shadows 

*Viseart Grand Pro Vol 1 
Viseart 12 Pro Pan 
Viseart Theory 
*Natasha Denona Biba 
Dominique Cosmetics Latte 
Dominique Cosmetics Berries & Cream 
*Viseart Libertine 
Natasha Denona Sunset 
Natasha Denona 5 Pan 
Natasha Denona Minis 
*ABH Riviera 


PM Skincare 

*Drunk Elephant Slaai Balm 
Farmacy Green Clean 
Clarisonic Mia Prima 
YTTP Kale Cleanser 
Korres Greek Yoghurt Cleanser 
Tarte Knockout 
*Farmacy Honeymoon Glow 
Sunday Riley Juno 
First Aid Beauty Ultra Repair Cannabis Oil 
Biossance Squalane Oil 
*Farmacy Bright On 
*Drunk Elephant A-Passioni 
Belif True Cream Moisturizing Bomb 
Fresh Seaberry Oil 
Laneige Lip Sleeping Mask 


Ran out of space here. Check pinned comments for rest of products please.



**This video is sponsored by Sephora. I have purchased most of these products, the ones I noted were sent to me for consideration. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **All of these links are affiliate, meaning I earn commission if you use them**


Direct Affiliate Links
Sephora - ",manufacturing
398,0AS0_NkZWE,2018 Faves & Fails | Yes. I am aware I am 2 months late. It's part of my charm 😜,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef


AM Skincare 

*Belif Cleaning Oil 

Microfiber Clothes 

*Jordan Samuel After Show Sensitive 

*Jordan Samuel After Show 

BR P50 1970 

Tarte Knockout 

Shiseido Facial Cotton 

DHC CoQ10 

Secret Key Essence 

Fresh Black Tea Essence 

Pyunkang Yul Essence Toner 

Dear, Klairs Toner 

Hada Labo Premium 

*Jordan Samuel Hydrate Serum 

*Josh Rosebrook Hydrating Accelerator 

*Jordan Samuel Hydrate Mist 

*Dermalogica Hydra mist 

Pyunkang Yul Mist 

Missha Mist 

Drunk Elephant C Firma 

*Dermalogica Biolumin-C 

*Omorovicza Vitamin C 

Drunk Elephant Protini 

Vintner’s Daughter 

YTTP Oil 

 Obagi Matte Sunshield 

Elta MD SPF 

*Dermalogica Pure Light SPF 50 

Josie Maran SPF 

Volition SPF 

Senka SPF 

Drunk Elephant C Tango 

*Koh Gen Do Eye Treatment 


Primers 

Tarte Timeless Smoothing Primer 

Origins Primer 

Veil Sunset Light 

Veil Automatte 

VDL LumiLayer Primer 

VDL Primer Cushion 


Foundations 

Hera Black Cushion 

Sulwhasoo Perfecting Cushion 

Missha Cushion 
 
Philosophy Tint in A Jar 



I ran out of space here. Please check the pinned comment from me in the comment section for the rest of the products & time stamps.





**This video is not sponsored. I have purchased most of these products, the ones I noted were sent to me for consideration. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
YesStyle - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648




I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉



What I'm wearing:

Nails 

Foundation 

Eyes 

Eyelashes 

Lips 



xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
399,6XoaQe3CodU,,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef


Sephora Beauty Insider Program 

Sephora Rewards Bazaar 



Products Mentioned

 Skincare

*Ren Ready Steady Glow 

*Ren Glow Daily Vitamin C Gel Cream 

*Ren AHA Smart Renewal Body Serum 

*Biossance Squalane + Vitamin C Rose Oil 

*Biossance Squalane + Omega Repair Cream 

Youth To The People Superberry Hydrate + Glow Dream Mask 

Youth To The People Adaptogen Deep Moisture Cream 

*Fresh Lotus Youth Preserve 

Herbivorve Emerald 

First Aid Beauty Ultra Repair Oat & Cannabis Sativa Seed Oil 

*Origins Hello, Calm Mask 

*Origins Drink Up Intensive 

Peace Out Acne Healing Dots 

Supergoop! Unseen Sunscreen 


 Makeup

Kopari Lip Glossy 

Hourglass Vanish Liquid Foundation 

Hourglass Brush 








**This video is sponsored by Sephora.  **All of these links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names directly on Sephora, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Link
Sephora - 












To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648








xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
400,g4fpSzO3pS4,Natasha Denona Mark Your Lips Liquid Lipstick Review w/ Check Ins (Dahlia),"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef



Check out my liquid lipstick review series playlist for all the brands I have done 


Products Shown

Sara Happ Midnight Blueberry Scrub - 

Kaplan MD Perfect Pout Lip Mask Duo - 

KVD Liner in Lolita 

Natasha Denona Mark Your Lips
Beautylish 
Sephora 
Cult Beauty 
Self Ridges 









I have started a voting list for which brand you would like to see up next, to ensure I am providing you with the most relevant reviews. If there is a brand I have not already reviewed that you would like, and is not listed, please fill it in & I will do my best. The colors I have are in the parenthesis  





**This video is not sponsored. I was sent this as PR for consideration. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
YesStyle - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648




I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉



What I'm wearing:

Nails Ombre Acrylic Powder Overlay

Foundation VDH 

Eyelashes Extensions

Watch Apple 4 in Gold Stainless with a Casetify Band 



xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
401,6Nn4kpfusZg,December Skincare & Makeup Favorites,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef


Sephora Beauty Insider Program 

Sephora Rewards Bazaar 



Time Stamps

Skincare  ( talk about the Drunk Elephant A-Passioni for a while, if you care to skip the explanation its -)

Makeup 



Products Shown:

*Belif Cleansing Gel Oil 

*Ren Evercalm Overnight Recovery Balm 


*First Aid Beauty Facial Radiance Pads 

*Drunk Elephant A-Passioni Retinol Cream 

Ole Henriksen Glow Cylce Retin-ALT 

*Glow Recipe Avocado Melt Sleeping Mask 

*Merry Merry Moisturizer 

Fresh Seaberry Oil 

Belif True Cream Moisturizing Bomb 

*Belif Peat Miracle 

*Ren Evercalm Balm 

Farmacy Honey Savior 

Isle of Paradise Self Tanning Drops 

*Dr. Jart Water Fuse Hydro Gel 

Sephora Lip Scrub 

Laneige Lip Sleeping Mask 

Hourglass Illusion 

Natasha Denona Glow 

Smashbox Studio Skin 

*First Aid Beauty Hello Fab Concealer 

Too Faced Born This Way 

Laura Mercier Flawless Fusion Concealer 

*Benefit Bomb Ass Brows x Desi 

Charlotte Tilbury Cheek to Chic Blush 

*ABH Amrezy Highlighter 

*Sephora #98 Brush 

*Viseart Libertine 

Fenty Fussy 

*Too Faced Rich & Dazzling Gloss 







**This video is sponsored by Sephora. All links are affiliate links. If you use them to make a purchase, I will earn commission.**


Direct Affiliate Link
Sephora - 




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648







xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
402,WEAviMkX-cQ,**TODAY ONLY** | Sephora Cyber Wow Daily Deals for 11/25/18,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef



**Sephora Daily WOW Deals for Cyber Week**

Sephora Collection PRO Featherweight Complexion Brush #90 

Sephora Collection PRO Featherweight Fan Brush #92 

Sephora Collection PRO Featherweight Blending Brush #93 

Sephora Collection PRO Featherweight Powder Brush #91 

Sephora Collection PRO Featherweight Crease Brush #38 



**All Other Products Shown/Demoed (regular priced)**

Natasha Denona Glow 
Beauty Blender 
Charlotte Tilbury Airbrush Powder 
Charlotte Tilbury Bronze & Glow 
Natasha Denona Super Glow #2 
Hourglass Mood Exposure Blush 
Hourglass Ethereal Ambient Lighting Powder 








**This video is sponsored by Sephora. I have purchased all of these products shown. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **These links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Link
Sephora - 















To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648










xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
403,ixXD6u2ry2E,,"Sephora Beauty Insider Program https://seph.me/2yxfl3o

Sephora Rewards Bazaar https://seph.me/2yBixuy

10/26 - 10/29: Rouge First Access Weekend Code “ROUGEBONUS”
11/2 - 11/5: Rouge Bonus Weekend Code “ROUGEBONUS”
11/9 - 11/12: VIB Member Access “VIBBONUS”
11/16 - 11/19: All Beauty Insider Member Access “BIBONUS”

Videos Referenced


Current Go To Look 
Cover Fx 
Naked Heat 
ABH Soft Glam 
Olaplex 

I am out of space, sorry. For any other info, just search my name & the topic in YT search bar. 



AM Skincare 

*Fresh Soy Face Cleanser 
*Belif Cleansing Gel Oil 
*Omorovicza Magic Moisture Mist 
*Omorovicza Queen of Hungary Mist 
*Fresh Black Tea Essence 
DE C-Firma Day Serum 
DE B-Hydra Gel 
*DE C-Tango 
DE Protini 
YTTP Superberry Hydrate & Glow 
Josie Maran SPF 
Volition SPF 
*Algenist Sublime Defense 
*Ren Evercalm Cream 


Primer 

Tarte Timeless Smoothing Primer 
*Origins Primer 
*Ren Perfect Canvas Primer 

Foundation 

*Koh Gen Do Aqua 
Smashbox Studio Skin 
It Cosmetics CC 
Hourglass Illusion 
La Mer 
ND Glow 
*MUFE Matte Velvet Skin 
*Cover Fx Power Play 

Concealers 

Erborian Touch Pen 
*Cover FX Power Play 
TF Born This Way 


Brows 

ABH Stencils 
ABH Brow Wiz 
Benefit Precisely, My Brow 
*KVD Brow Struck 
*KVD 75 Brush 
*MUFE 272 Brush 
*Hourglass Brow Gel 


Contour 

Fenty Amber 
*CT Contour Wand 
Kevyn Aucoin Sculpting Powder 


Bronzer 

Marc Jacobs O!Mega Bronzer 
CT Filmstar Bronze & Glow 

Blush 

Hourglass 


Highlight 

*ND Super Glow 
LM Face Illuminator 

Powder 

*MUFE Super Matte 
*Hourglass Veil Powder 
CT Airbrush Powder 



Eyeshadow 

UD Naked Heat 
*ABH Sultry 
*ABH Soft Glam 
Viseart Neutral or Warm Mattes 
*Viseart Grande Pro Vol 1 
Dominique Cosmetics Latte 
*ND Gold 
*ND 5 Pan 

PM Skincare & the rest of the products/timestamps are in the top pinned comment. I ran out of space in my description box. Shocker, right? :)









**This video is sponsored by Sephora.The products I noted with *, were sent to me for consideration by the respective brands, not Sephora, the rest I purchased. **All links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - ",manufacturing
404,WNrDQV2R4jI,Body Care | Haircare | Sunless Tanner Tips | My FIRST coupon code for a good cause,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef


Laser Away 


Kopari Beauty Coconut Deo 

Kopari Beauty Coconut Deo Fragrance Free 


Checkout  


CODE: StephNic25 at checkout to save 25% on your first time purchase from the Kopari Beauty website, deodorant only. To skip right to the info about the deodorant go to 


All commission I will make from this Kopari discount code will be donated to the YMCA Reach & Rise Mentor Program 


Time Stamps

Shower hair care 

Shower body care 

After shower hair care 

Dry hair styling products 

After shower body care 

Spray tan stuff 


**Products Shown**

Pulp Riot Barcelona 

Kevin Murphy 
Angel Wash 
Hydrate Me 
Hydrate Me Rinse
Stimulate Me

ColourProof Clear It Up 

Scalp Brush 

St Tropez Mitt 

Sephora Mitt 

Gilette ProFusion5 Razor 

*Ren Atlantic Kelp Wash 

L' Occitane Almond Shower Oil 

Dr Teals Wash 

Pureology Color Fanatic 

Wet Brush 

Bumble & Bumble Volume Spray 

Kenra Blow Dry Spray 

Unite U Oil 

Expensive Showercap 

Terry cloth Showercap 

Amika Dry Shampoo 

Amika Dry Conditioner 

Batise Dry Shampoo 

Klorane Dry Shampoo 

L' Occitane Almond Concentrate 

*Origins Lotion 

Aquation Lotion 

Sun Bum SPF 

L'Oreal Tanning Clothes 

*IOP Medium Tanning Foam 

St Tropez Express 

Tanning Mitt 

Tanning Back Thing 

*IOP Medium Drops 

*Dr Jart Hydro Gel 


**Products in Shower Not Discussed**

Gillette Fusion 5 Shaving Cream 

Olaplex
3 
4 
5 

Devacurl 
Low Poo Delight 
One Condition Delight 
Build Up Buster 

*Celeb Luxury Viral Gem Lites Cognac Quartz 

Fresh Brown Sugar Scrub 

*Ren Kelp Body Scrub 








**This video is partially sponsored by Kopari Beauty. I have purchased most of these products, the ones I noted with a *, were sent to me for consideration. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
YesStyle - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648



 



xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
405,xUQPUtdmBE,Viseart Grande Pro Volume II | Review + Swatches,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef


Videos Reference

Interview with Anastasia & Alphonse about this palette & demo with Alphonse 




Products Shown

Viseart Grande Pro Vol 2 Palette 

UK Site for Grande Pro 2 

ESUM Pro Mixing Medium 





Time Stamps

Grand Pro 1 being permanent now, whats the difference? 

Where to buy 

LE/Perm? 

Cost 

Made in 

How much product 

Finishes & columns explained 

Shelf Life 

CF/Vegan? 

Cost Comparison 

Formula 

Swatches 

Final Thoughts 





**This video is not sponsored. I was gifted this product for consideration. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
YesStyle - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648




I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉



What I'm wearing:

Kopari Beauty Coconut Deo 

Kopari Beauty Coconut Deo Fragrance Free 


Checkout  


CODE: StephNic25 at checkout to save 25% on your first time purchase from the Kopari Beauty website, deodorant only. To skip right to the info about the deodorant go to 


All commission I will make from this Kopari discount code will be donated to the YMCA Reach & Rise Mentor Program 


Nails Warm Pink & White Ombre Acrylic

Foundation Smashbox 

Eyes This Palette 

Eyelashes Ardell Wispies 

Watch Apple Watch 4 Stainless Steel Gold with this band in gold  (the site will tell you what color will match best depending on what material your watch is made of, i.e. aluminum.)

Lips Charlotte Tilbury Pillowtalk 
Fenty Gloss Bomb 



xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
406,U0HiW3NmQ,,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef



***My review of this palette 



Viseart Grande Pro Vol 2 

UK Site for Grande Pro 2 

ESUM Pro Mixing Medium 




I am affiliated with Muse Beauty, if you buy from my link I will earn a commission. I have a full review with my own demo here 


Time Stamps

Explain difference in layout from Vol 1 to 2 

Finishes/Columns Explained 

Complimentary Duos 

Development 

Thought process behind making them 

Pros only? 

ESUM Pro Mixing Medium 

Limited Edition or Perm (also explanation on GP1 being Core now & price difference) 

Demos Start 




**This video is not sponsored. I just like sitting down with brands I like to learn more about their products. I even flew myself out there for this. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
YesStyle - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach, CA 92648




I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉


What I'm wearing:

Kopari Beauty Coconut Deo 

Kopari Beauty Coconut Deo Fragrance Free 


Checkout  


CODE: StephNic25 at checkout to save 25% on your first time purchase from the Kopari Beauty website, deodorant only. To skip right to the info about the deodorant go to 


All commission I will make from this Kopari discount code will be donated to the YMCA Reach & Rise Mentor Program 




xoxo

Credits:


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
